---,Name,ShortDesc,LongDesc,Icon,ItemClass,BuildingClass,VisualObject,ActionBlueprint_Use,MaxStackSize,EquipLocation,GUICategory,ArmourValue,ArmorType,SoundPhysicalSurface,WeaponType,WeaponArcheType,CompatableAmmunitions,SoundTransmitterType,KnockbackResponseWeapon,WeaponStaminaAttackSingleBasic,WeaponStaminaAttackSingleSpecial,WeaponStaminaAttackDualBasic,WeaponStaminaAttackDualSpecial,WeaponStaminaHeavyChargedRegenModifier,WeaponSpeedHeavyChargedModifier,EncumbranceWeight,ConeAngle,ConeMaxDistance,DamageHealthLight_OnHit,DamageHealthHeavy_OnHit,DamageStaminaLight_OnHit,DamageStaminaHeavy_OnHit,DamageHealthLight_OnBlock,DamageHealthHeavy_OnBlock,DamageStaminaLight_OnBlock,DamageStaminaHeavy_OnBlock,HarvestDamage,WeaponUsage,MaxAttackReach,MinAttackReach,MinAttackDistance,WeaponEffectWidth,WeaponEffectHeight,ItemTier,ArmorPen,DamageConcussiveLightOnHit,DamageConcussiveHeavyOnHit,DamageConcussiveLightOnBlock,DamageConcussiveHeavyOnBlock,DamageTier,CoolDownTime,ReuseTime,SelectionWeight,KnockbackOffenseBasic,KnockbackOffenseSpecial,KnockbackOffenseBasicOnBlock,KnockbackOffenseSpecialOnBlock,KnockbackDefense,VisualStaticMesh,VisualSkeletalMesh,VisualDestructibleMesh,WeaponStatusDefault,WeaponStatusCurrent,WeaponStatusDecrement,PerishRate,PerishTo,MaxDurability,RepairItem1,RepairItem1_Amount,RepairItem1_Weight,RepairItem2,RepairItem2_Amount,RepairItem2_Weight,RepairItem3,RepairItem3_Amount,RepairItem3_Weight,AffectedByDamageTiers,BuildingPieceScore,BuildingMaxHealth,RepairXP,FirstModifier,SecondModifier,ThirdModifier,FourthModifier,FoodAmount,DrinkAmount,BurnTime,ItemFlags,ItemContainerSize,AvatarType,DyeColourID,WarPaintID,StaminaCostMultiplier,StaminaClimbingCostMultiplier,LeavesGhostItem,DLCPackage
51041,"NSLOCTEXT("""", ""ItemTable_51041_Name"", ""Hardened Steel Sickle"")","NSLOCTEXT("""", ""ItemTable_51041_ShortDesc"", ""A hardened steel sickle of Cimmerian make"")","NSLOCTEXT("""", ""ItemTable_51041_LongDesc"", ""<span style=\""italic\"">The blade glinted in the starlight, and blood spurted.</> - The Man-Eaters of Zamboula\n\nSickles are one-handed tools sporting a crescent-shaped blade. Made for harvesting crops, such a tool can just as easily sheer flesh and bone and reap a bloody bounty.\n\nForged of hardened steel, this sickle\'s blade shows the swirling markings of a Cimmerian clan."")","/Game/UI/Textures/Icons/icon_hardened_steel_sickle.icon_hardened_steel_sickle","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Items/Weapons/Sickle/BP_Sickle.BP_Sickle_C","None","1","1","Weapon","0.000000","0","9","Sickle","OneHanded","","2","False","0","0","0","0","0.000000","1.000000","3.500000","35.000000","250.000000","10","10","0","0","0","0","0","0","6","33","180.000000","0.000000","0.000000","0.000000","0.000000","4","0.000000","0","0","0","0","Steel","0.000000","0.000000","0","10","10","0","0","0","/Game/Items/Weapons/Sickle/SM_cimmerian_steel_sickle.SM_cimmerian_steel_sickle","None","/Game/Items/Weapons/Sickle/SM_cimmerian_steel_sickle_DM.SM_cimmerian_steel_sickle_DM","0","0","0","0.000000","0","600.000000","18062","15","1","16021","3","1","0","0","0","0","0","0","14502.000000","NSLOCTEXT("""", ""ItemTable_51041_FirstModifier"", ""High Grade"")","NSLOCTEXT("""", ""ItemTable_51041_SecondModifier"", ""Tool"")","","","0","0","0.000000","1","0","None","-1","-1","1.000000","1.000000","False","None"
51311,"NSLOCTEXT("""", ""ItemTable_51311_Name"", ""Hardened Steel Skinning Knife"")","NSLOCTEXT("""", ""ItemTable_51311_ShortDesc"", ""A curved hardened steel skinning knife"")","NSLOCTEXT("""", ""ItemTable_51311_LongDesc"", ""<span style=\""italic\"">There\'s more than one way of skinning a panther.</> - Red Nails\n\nAny warrior will tell you that a dagger balanced for battle is not designed to be used for skinning animals, though it will do in a pinch.\nThis skinning knife has a sharpened edge designed to easily split tendon, scrape flesh and free hides in a single piece. \n\nUsing such a knife has the advantage of providing more hides with less effort."")","/Game/UI/Textures/Icons/icon_skinning_dagger_hardened_steel.icon_skinning_dagger_hardened_steel","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Items/Weapons/SkinningKnife/skinning_knife_1h.skinning_knife_1h_C","None","1","1","Weapon","0.000000","0","0","Skinningknife","OneHanded","","2","False","0","0","0","0","0.000000","1.000000","3.500000","35.000000","250.000000","16","16","0","0","0","0","0","0","6","33","180.000000","0.000000","0.000000","0.000000","0.000000","4","0.000000","0","0","0","0","Stone","0.000000","0.000000","0","10","10","0","0","0","/Game/Items/Weapons/Dagger_Offhand/SM_Skinning_dagger_hardened_steel.SM_Skinning_dagger_hardened_steel","None","/Game/Items/Weapons/Dagger_Offhand/SM_Skinning_dagger_hardened_steel_DM.SM_Skinning_dagger_hardened_steel_DM","0","0","0","0.000000","0","600.000000","16021","3","1","18062","15","1","0","0","0","0","0","0","14502.000000","NSLOCTEXT("""", ""ItemTable_51311_FirstModifier"", ""High Grade"")","NSLOCTEXT("""", ""ItemTable_51311_SecondModifier"", ""Tool"")","","","0","0","0.000000","1","0","None","-1","-1","1.000000","1.000000","False","None"
51726,"NSLOCTEXT("""", ""ItemTable_51726_Name"", ""Hardened Steel Spear"")","NSLOCTEXT("""", ""ItemTable_51726_ShortDesc"", ""A spear with a hardened steel head"")","NSLOCTEXT("""", ""ItemTable_51726_LongDesc"", ""<span style=\""italic\"">The defile was blocked by a wild and terrible band of men who stood silent as images - ragged, shock-headed men with spears in their hands - hundreds of them. And up on the cliffs appeared other faces - thousands of faces - wild, gaunt, ferocious faces, marked by fire and steel and starvation.</> - The Hour of the Dragon\n\nHardened steel, finely wrought, forms the head of this large spear baring the swirling markings of a Cimmerian clan.\n\nThe Cimmerians make large, two-handed spears for maximum reach to hunt the most dangerous game animals. Such weapons are fine to have against more human opponents as well.\n\nCimmerians may be called savages and barbarians, but their understanding of metal smithing is relatively advanced. They know the riddle of steel, how to harden it for greater durability and vicious wounds."")","/Game/UI/Textures/Icons/icon_hardened_steel_spear.icon_hardened_steel_spear","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Items/Weapons/Spear2h/BP_spear_2h.BP_spear_2h_C","None","1","8","Weapon","0.000000","0","8","Spear2H","TwoHanded","","18","False","5","5","0","0","0.000000","1.000000","4.380000","35.000000","250.000000","41","41","0","0","0","0","0","0","0","33","300.000000","175.000000","0.000000","0.000000","0.000000","4","0.081000","0","0","0","0","Steel","0.000000","0.000000","0","10","10","0","0","0","/Game/Items/Weapons/Spear/SM_cimmerian_steel_spear.SM_cimmerian_steel_spear","None","/Game/Items/Weapons/Spear/SM_cimmerian_steel_spear_DM.SM_cimmerian_steel_spear_DM","0","0","0","0.000000","0","1680.000000","18062","23","1","16021","3","1","0","0","0","0","0","0","21695.000000","NSLOCTEXT("""", ""ItemTable_51726_FirstModifier"", ""High Grade"")","NSLOCTEXT("""", ""ItemTable_51726_SecondModifier"", ""Weapon"")","NSLOCTEXT("""", ""ItemTable_51726_ThirdModifier"", ""Reach"")","","0","0","0.000000","1","0","None","-1","-1","1.000000","1.000000","False","None"
51841,"NSLOCTEXT("""", ""ItemTable_51841_Name"", ""Hardened Steel Sword"")","NSLOCTEXT("""", ""ItemTable_51841_ShortDesc"", ""A hardened steel sword of Cimmerian make"")","NSLOCTEXT("""", ""ItemTable_51841_LongDesc"", ""<span style=\""italic\"">\'Stand aside, girl,\' he mumbled. \'Now is the feasting of swords.\'</> - Xuthal of the Dusk\nHardened steel, finely wrought, forms the blade of this broadsword, baring the swirling markings of a Cimmerian clan.\n\nSwords are straight-bladed, one-handed weapons, both fast and reliable.\n\nCimmerians may be called savages and barbarians, but their understanding of metal smithing is relatively advanced. They know the riddle of steel, how to harden it for greater durability and vicious wounds."")","/Game/UI/Textures/Icons/icon_hardened_steel_1h_sword.icon_hardened_steel_1h_sword","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Items/Weapons/Sword1h/sword1h.sword1h_C","None","1","1","Weapon","0.000000","0","9","Sword","OneHanded","","2","False","5","5","0","0","0.000000","1.000000","3.500000","35.000000","250.000000","36","36","0","0","0","0","0","0","0","33","180.000000","0.000000","0.000000","0.000000","0.000000","4","0.081000","0","0","0","0","Steel","0.000000","0.000000","0","10","10","0","0","0","/Game/Items/Weapons/Sword1h/SM_1h_cimmerian_broad_sword_ornamented_steel.SM_1h_cimmerian_broad_sword_ornamented_steel","None","/Game/Items/Weapons/Sword1h/SM_1h_cimmerian_broad_sword_ornamented_steel_DM.SM_1h_cimmerian_broad_sword_ornamented_steel_DM","0","0","0","0.000000","0","1080.000000","18062","15","1","16021","3","1","0","0","0","0","0","0","14502.000000","NSLOCTEXT("""", ""ItemTable_51841_FirstModifier"", ""High Grade"")","NSLOCTEXT("""", ""ItemTable_51841_SecondModifier"", ""Weapon"")","NSLOCTEXT("""", ""ItemTable_51841_ThirdModifier"", ""Cripple"")","","0","0","0.000000","1","0","None","-1","-1","1.000000","1.000000","False","None"
51932,"NSLOCTEXT("""", ""ItemTable_51932_Name"", ""Hardened Steel Throwing Axe"")","NSLOCTEXT("""", ""ItemTable_51932_ShortDesc"", ""A hardened steel axe balanced for throwing"")","NSLOCTEXT("""", ""ItemTable_51932_LongDesc"", ""<span style=\""italic\"">It wheeled at the thud of her soft boots on the floor, but even as it turned, her keen blade lashed down, and a fierce exultation swept her as she felt the edge cleave solid flesh and mortal bone.</> - Red Nails\n\nHardened steel, finely wrought, forms the head of this throwing axe and bears the swirling markings of a Cimmerian clan.\n\nHeld in the off-hand, these axes can be used for hacking at enemy shields and, in an emergency, hurled at their faces.\n\nCimmerians may be called savages and barbarians, but their understanding of metal smithing is relatively advanced. They know the riddle of steel, how to harden it for greater durability and vicious wounds."")","/Game/UI/Textures/Icons/icon_hardened_steel_throwing_axe.icon_hardened_steel_throwing_axe","/Game/Items/BP_ProjectileWeaponThrown.BP_ProjectileWeaponThrown_C","None","/Game/Items/Weapons/Throwing/BP_throwing_offhand_axe.BP_throwing_offhand_axe_C","None","1","2","Weapon","0.000000","0","8","Throwing","OneHanded","(53722)","7","False","5","5","0","0","0.000000","1.000000","1.000000","35.000000","250.000000","29","29","0","0","0","0","0","0","0","36","2000.000000","0.000000","0.000000","0.000000","0.000000","4","0.000000","0","0","0","0","Steel","0.000000","0.000000","0","10","10","0","0","0","/Game/Items/Weapons/Throwing/SM_cimmerian_throwing_axe.SM_cimmerian_throwing_axe","None","/Game/Items/Weapons/Throwing/SM_cimmerian_throwing_axe_DM.SM_cimmerian_throwing_axe_DM","0","0","0","0.000000","0","1080.000000","18062","2","1","16021","3","1","0","0","0","0","0","0","1556.000000","NSLOCTEXT("""", ""ItemTable_51932_FirstModifier"", ""High Grade"")","NSLOCTEXT("""", ""ItemTable_51932_SecondModifier"", ""Weapon"")","NSLOCTEXT("""", ""ItemTable_51932_ThirdModifier"", ""Throwing"")","","0","0","0.000000","1","0","None","-1","-1","1.000000","1.000000","False","None"
51844,"NSLOCTEXT("""", ""ItemTable_51844_Name"", ""Hardened Steel War Axe"")","NSLOCTEXT("""", ""ItemTable_51844_ShortDesc"", ""A hardened steel axe of Cimmerian make"")","NSLOCTEXT("""", ""ItemTable_51844_LongDesc"", ""<span style=\""italic\""> He did not wonder at the strangeness of it all, not even when two gigantic figures rose up to bar his way. The scales of their mail were white with hoar-frost; their helmets and their axes were covered with ice.</> - The Frost Giant\'s Daughter\n\nShaped of steel and marked with the swirling markings of a Cimmerian clan, this battle-axe is sharp, durable and capable of inflicting vicious wounds.\n\nBattle-axes are a difficult weapon for inexperienced warriors, due to their smaller surface area and uneven balance. No other one-handed weapon shares their raw power, however, and they can wreak havoc on unarmored foes.\n\nCimmerian clans often engage in violent local conflict and the battle-axe is a preferred weapon for breaching the wood-walled settlements and laying waste to the rival clansmen within.\n"")","/Game/UI/Textures/Icons/icon_hardened_steel_waraxe.icon_hardened_steel_waraxe","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Items/Weapons/Axe/axe1h.axe1h_C","None","1","1","Weapon","0.000000","0","9","Axe","OneHanded","","8","False","5","5","0","0","0.000000","1.000000","4.430000","35.000000","250.000000","44","44","0","0","0","0","0","0","0","33","180.000000","0.000000","0.000000","0.000000","0.000000","4","0.000000","0","0","0","0","Steel","0.000000","0.000000","0","10","10","0","0","0","/Game/Items/Weapons/Axe/SM_cimmerian_steel_war_axe.SM_cimmerian_steel_war_axe","None","/Game/Items/Weapons/Axe/SM_cimmerian_steel_war_axe_DM.SM_cimmerian_steel_war_axe_DM","0","0","0","0.000000","0","1080.000000","16021","3","1","18062","15","1","0","0","0","0","0","0","14502.000000","NSLOCTEXT("""", ""ItemTable_51844_FirstModifier"", ""High Grade"")","NSLOCTEXT("""", ""ItemTable_51844_SecondModifier"", ""Weapon"")","NSLOCTEXT("""", ""ItemTable_51844_ThirdModifier"", ""Shieldsmash"")","","0","0","0.000000","1","0","None","-1","-1","1.000000","1.000000","False","None"
90290,"NSLOCTEXT("""", ""ItemTable_90290_Name"", ""Hatch Door"")","NSLOCTEXT("""", ""ItemTable_90290_ShortDesc"", ""A door made to fit a hatch frame"")","NSLOCTEXT("""", ""ItemTable_90290_LongDesc"", ""Shaped wooden planks reinforced with iron bands are used to create this solid door. While providing access, this door also provides significant protection against intruders."")","/Game/UI/Textures/Icons/icon_t2_trapdoor.icon_t2_trapdoor","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/Placeables/BP_PL_Hatch_T2.BP_PL_Hatch_T2_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","1.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","16021","3","1","16002","6","1","0","0","0","30","13","35000","492.000000","","","","","0","0","0.000000","1","0","None","-1","-1","1.000000","1.000000","True","None"
53615,"NSLOCTEXT("""", ""ItemTable_53615_Name"", ""Healing Arrows"")","NSLOCTEXT("""", ""ItemTable_53615_ShortDesc"", ""Arrows that release a healing cloud"")","NSLOCTEXT("""", ""ItemTable_53615_LongDesc"", ""Made somewhat unwieldy by the bag of ground aloe attached to them, these arrows will release a small cloud of healing gas wherever they strike.\n\nThis doesn\'t seem like a practical way to deliver healing in battle, as there is just as much chance of healing foes. But... some people like exotic solutions.\n\nArrows can be equipped by dragging them over the bow in the inventory."")","/Game/UI/Textures/Icons/icon_arrow_aloe.icon_arrow_aloe","/Game/Items/Weapons/Bow/BP_Item_BowProjectileBase.BP_Item_BowProjectileBase_C","None","/Game/Items/Weapons/SpecialityAmmunition/BP_Visual_BowCustomProjectileBase_AloeMist.BP_Visual_BowCustomProjectileBase_AloeMist_C","None","25","0","Consumable","0.000000","0","8","None","Ammunition","","21","False","0","0","0","0","0.000000","0.000000","0.500000","0.000000","0.000000","5","5","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.081000","0","0","0","0","Stone","0.000000","0.000000","0","10","10","0","0","0","/Game/Items/Weapons/Bow/SM_iron_arrow.SM_iron_arrow","None","/Game/Items/Weapons/Bow/SM_iron_arrow_DM.SM_iron_arrow_DM","0","0","0","0.000000","0","-1.000000","53612","1","1","14001","8","1","0","0","0","0","0","0","0.000000","NSLOCTEXT("""", ""ItemTable_53615_FirstModifier"", ""Mid Grade"")","NSLOCTEXT("""", ""ItemTable_53615_SecondModifier"", ""Projectile"")","","","0","0","0.000000","5","0","None","-1","-1","1.000000","1.000000","True","None"
53622,"NSLOCTEXT("""", ""ItemTable_53622_Name"", ""Healing Bolts"")","","","/Game/UI/Textures/Icons/icon_DEV_needs_icon.icon_DEV_needs_icon","/Game/Items/Weapons/Crossbow/BP_Item_CrossbowProjectileBase.BP_Item_CrossbowProjectileBase_C","None","/Game/Items/Weapons/SpecialityAmmunition/BP_Visual_CrossbowCustomProjectileBase_AloeMist.BP_Visual_CrossbowCustomProjectileBase_AloeMist_C","None","25","0","Consumable","0.000000","0","8","None","Ammunition","","21","False","0","0","0","0","0.000000","0.000000","0.500000","0.000000","0.000000","5","5","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.081000","0","0","0","0","Stone","0.000000","0.000000","0","10","10","0","0","0","/Game/Items/Weapons/Crossbow/SM_crossbow_arrow_1.SM_crossbow_arrow_1","None","/Game/Items/Weapons/Crossbow/SM_crossbow_arrow_1_DM.SM_crossbow_arrow_1_DM","0","0","0","0.000000","0","-1.000000","53512","1","1","14001","8","1","0","0","0","0","0","0","0.000000","NSLOCTEXT("""", ""ItemTable_53622_FirstModifier"", ""Mid Grade"")","NSLOCTEXT("""", ""ItemTable_53622_SecondModifier"", ""Projectile"")","","","0","0","0.000000","5","0","None","-1","-1","1.000000","1.000000","True","None"
18400,"NSLOCTEXT("""", ""ItemTable_18400_Name"", ""Healing Wraps"")","NSLOCTEXT("""", ""ItemTable_18400_ShortDesc"", ""Cloth bandages"")","NSLOCTEXT("""", ""ItemTable_18400_LongDesc"", ""<span style=\""italic\"">\'She sat on a couch with her wounded leg extended upon it, and the Tecuhltli woman had just bound it with silk bandages. Valeria\'s red-stained sword lay on the couch beside her.\'</> - Red Nails\n\nWounds require special care, to heal and to avoid infection and putrefaction. Sometimes, upon the battlefield, all one can do is bind a wound with strips of cloth."")","/Game/UI/Textures/Icons/icon_healing_wraps.icon_healing_wraps","/Game/Items/Hunger/BPGameItemFood_Healing_Bandages.BPGameItemFood_Healing_Bandages_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","10","0","Consumable","0.000000","0","2","None","None","","0","False","0","0","0","0","0.000000","0.000000","0.100000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","12511","4","1","14001","8","1","0","0","0","0","0","0","0.000000","NSLOCTEXT("""", ""ItemTable_18400_FirstModifier"", ""Mid Grade"")","NSLOCTEXT("""", ""ItemTable_18400_SecondModifier"", ""Consumable"")","","","0","0","0.000000","1","0","None","-1","-1","1.000000","1.000000","False","None"
15501,"NSLOCTEXT("""", ""ItemTable_15501_Name"", ""Heart of a Hero"")","NSLOCTEXT("""", ""ItemTable_15501_ShortDesc"", ""The heart of a fallen hero"")","NSLOCTEXT("""", ""ItemTable_15501_LongDesc"", ""This heart was taken from the chest of one who called themselves hero. The definition shifts between cultures and locations so being sure that one has captured the heart of a hero is a difficult business. Most sorcerers simply content themselves with trying out hundreds of hearts, in the hope that the odds are on their side."")","/Game/UI/Textures/Icons/icon_human_heart.icon_human_heart","/Game/Items/Hunger/BPGameItemFood.BPGameItemFood_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","1","0","Material","0.000000","0","2","None","None","","0","False","0","0","0","0","0.000000","0.000000","0.100000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","3","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","0","0","0","0","0","0","0","0","0","0","0","0","0.000000","","","NSLOCTEXT("""", ""ItemTable_15501_ThirdModifier"", ""Ingredient"")","","20","0","0.000000","1","0","None","-1","-1","1.000000","1.000000","False","None"
15504,"NSLOCTEXT("""", ""ItemTable_15504_Name"", ""Heart of the Kinscourge"")","NSLOCTEXT("""", ""ItemTable_15504_ShortDesc"", ""A heart ripped from the chest of the commander of The Silent Legion."")","NSLOCTEXT("""", ""ItemTable_15504_LongDesc"", ""The heart is still beating. The dark energies contained within this heart could be used by a skilled enough craftsman."")","/Game/UI/Textures/Icons/icon_deathknight_heart.icon_deathknight_heart","/Script/ConanSandbox.GameItem","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","1","0","Material","0.000000","0","2","None","None","","0","False","0","0","0","0","0.000000","0.000000","0.100000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","0","0","0","0","0","0","0","0","0","0","0","0","0.000000","","","NSLOCTEXT("""", ""ItemTable_15504_ThirdModifier"", ""Ingredient"")","","0","0","0.000000","1","0","None","-1","-1","1.000000","1.000000","False","None"
15512,"NSLOCTEXT("""", ""ItemTable_15512_Name"", ""Heart of the Sands (Scourgestone)"")","NSLOCTEXT("""", ""ItemTable_15512_ShortDesc"", ""A stone containing an enslaved elemental "")","NSLOCTEXT("""", ""ItemTable_15512_LongDesc"", ""<span style=\""italic\"">He it was who shook down the cliffs at Valkia, by his spells that enthrall the elementals of the earth-he it was who sent the creature of darkness into your tent before dawn.</> - The Hour of the Dragon\n\nLong- Also known as the Scourgestone, this unassuming chunk of stone contains the elemental that plagues the Exiled Lands with continual sandstorms.\n\nEnslaved by the Priestking in his desperation to end the war after the Shattering on the Plains, he gave it over to the Warmaker to release at the right moment.\n\nWhen the time came, the Warmaker shattered the stone into fragments and scattered them across the battlefield, freeing the elemental to do its work.\n\nIt seemed to work, gathering a gigantic storm that crossed the Exiled Lands, moving towards the city of Xel-ha in the far east.\nBut the Giant-kings had not reckoned with the power of the human spirit. A Lemurian priest named Petruso went out to confront the sandstorm. Using the power of Dagon, he anchored the elemental controlling the sandstorm to his flesh, preventing it from moving further east and destroying the Lemurian city.\n\nHe saved his people, yes, but Petruso paid a terrible price. His sacrifice had not stopped the sandstorm, it had simply put it into a temporal loop. It passed across the Exiled Lands, time and time again, stopping when it reached Petruso... then starting again.\n\nEventually this drove him insane.\n\nThis is one of the artefacts required to create the keystone that can be used to remove the slave bracelet."")","/Game/UI/Textures/Icons/icon_scourgestone.icon_scourgestone","/Script/ConanSandbox.GameItem","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","Material","0.000000","0","1","None","None","","0","False","0","0","0","0","0.000000","0.000000","0.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","0","0","0","0","0","0","0","0","0","0","0","0","0.000000","","","","","0","0","0.000000","5","0","None","-1","-1","1.000000","1.000000","False","None"
51537,"NSLOCTEXT("""", ""ItemTable_51537_Name"", ""Heartsblood"")","NSLOCTEXT("""", ""ItemTable_51537_ShortDesc"", ""A pair of peshkabz stained with blood"")","NSLOCTEXT("""", ""ItemTable_51537_LongDesc"", ""<span style=\""italic\"">Sobbing wildly, Yasmina plucked a jeweled dagger from her girdle and plunged it to the hilt in his breast. He stiffened and then went limp, a grim smile curving his dead lips. Yasmina hurled herself face-down on the rush-covered floor, beating the reeds with her clenched hands. Outside, the gongs and conchs brayed and thundered, and the priests gashed themselves with copper knives.</> - The People of the Black Circle\n\nThe peshkabz of Vendhya are designed to pierce armor, passing through layers of steel to strike at the flesh beneath.\nThis matched pair is whispered to have been used to murder kings, and that the stain on the blade from the royal blood can never be removed.\n\nUsing these in battle will give increased armor penetration."")","/Game/UI/Textures/Icons/icon_legendary_daggers_02.icon_legendary_daggers_02","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Items/Weapons/Dagger_Offhand/BP_dagger_dw.BP_dagger_dw_C","None","1","8","Weapon","0.000000","0","0","Dagger","TwoHanded","","1","False","5","5","0","0","0.000000","1.000000","2.450000","35.000000","250.000000","39","39","0","0","0","0","0","0","0","33","180.000000","0.000000","0.000000","0.000000","0.000000","5","0.148500","0","0","0","0","Steel","0.000000","0.000000","0","10","10","0","0","0","/Game/Items/Weapons/Dagger_Offhand/SM_legendary_dagger_02.SM_legendary_dagger_02","None","/Game/Items/Weapons/Dagger_Offhand/SM_legendary_dagger_02_DM.SM_legendary_dagger_02_DM","0","0","0","0.000000","0","900.000000","0","0","0","18061","8","1","0","0","0","0","0","0","891.000000","NSLOCTEXT("""", ""ItemTable_51537_FirstModifier"", ""Legendary"")","NSLOCTEXT("""", ""ItemTable_51537_SecondModifier"", ""Weapon"")","NSLOCTEXT("""", ""ItemTable_51537_ThirdModifier"", ""Bleed"")","","0","0","0.000000","1","0","None","-1","-1","1.000000","1.000000","False","None"
18251,"NSLOCTEXT("""", ""ItemTable_18251_Name"", ""Hearty Meal"")","NSLOCTEXT("""", ""ItemTable_18251_ShortDesc"", ""A meal both filling and flavorful"")","NSLOCTEXT("""", ""ItemTable_18251_LongDesc"", ""Only the heartiest meals can prepare one for the savage world."")","/Game/UI/Textures/Icons/icon_hearty_meal.icon_hearty_meal","/Game/Items/Hunger/BPGameItemFood.BPGameItemFood_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","50","0","Consumable","0.000000","0","2","None","None","","0","False","0","0","0","0","0.000000","0.000000","0.100000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","3","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.138890","13599","100.000000","18230","1","1","18264","1","1","0","0","0","0","0","0","3.000000","NSLOCTEXT("""", ""ItemTable_18251_FirstModifier"", ""High Grade"")","NSLOCTEXT("""", ""ItemTable_18251_SecondModifier"", ""Consumable"")","","","72","30","576.000000","1","0","None","-1","-1","1.000000","1.000000","False","None"
18244,"NSLOCTEXT("""", ""ItemTable_18244_Name"", ""Hearty Stew"")","NSLOCTEXT("""", ""ItemTable_18244_ShortDesc"", ""Chunks of succulent meat floating in a stew"")","NSLOCTEXT("""", ""ItemTable_18244_LongDesc"", ""Meat chopped up and cooked in a broth of vegetables makes for a simmering stew that smells both inviting and filling."")","/Game/UI/Textures/Icons/icon_exotic_meat_stew.icon_exotic_meat_stew","/Game/Items/Hunger/BPGameItemFood.BPGameItemFood_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","50","0","Consumable","0.000000","0","2","None","None","","0","False","0","0","0","0","0.000000","0.000000","0.100000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","3","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.069440","13599","100.000000","13003","1","1","18224","1","1","0","0","0","0","0","0","232.000000","NSLOCTEXT("""", ""ItemTable_18244_FirstModifier"", ""High Grade"")","NSLOCTEXT("""", ""ItemTable_18244_SecondModifier"", ""Consumable"")","","","100","15","800.000000","1","0","None","-1","-1","1.000000","1.000000","False","None"
