---,RecipeName,ShortDesc,RecipeType,TimeToCraft,Tier,CraftXP,CraftingStations,RequiredFuel,Icon,BuildingModule,DestroyStationOnComplete,Ingredient1ID,Ingredient1Quantity,Ingredient2ID,Ingredient2Quantity,Ingredient3ID,Ingredient3Quantity,Ingredient4ID,Ingredient4Quantity,Result1ID,Result1Quantity,Result2ID,Result2Quantity,ThrallRecipeFeatRequirement,IsThrallMachineRecipe,IsRecipeEnabled,MapMarkerIcon,ExilesJourneyTrigger,DLCPackage
41076,"NSLOCTEXT("""", ""RecipesTable_41076_RecipeName"", ""Armor Flexibility Kit"")","NSLOCTEXT("""", ""RecipesTable_41076_ShortDesc"", ""A set of tools for making armor more pliant and flexible"")","Consumable","20.000000","3","342","89201","0","/Game/UI/Textures/Icons/Icon_modkit_arm_climbingBonus_t2.Icon_modkit_arm_climbingBonus_t2","None","False","11502","10","12511","10","0","0","0","0","41076","1","0","0","0","False","True","None","None","None"
41077,"NSLOCTEXT("""", ""RecipesTable_41077_RecipeName"", ""Advaned Armor Flexibility Kit"")","NSLOCTEXT("""", ""RecipesTable_41077_ShortDesc"", ""A set of tools for making armor more pliant and flexible"")","Consumable","30.000000","3","480","89201","0","/Game/UI/Textures/Icons/Icon_modkit_arm_climbingBonus_t3.Icon_modkit_arm_climbingBonus_t3","None","False","18062","10","12512","10","0","0","0","0","41077","1","0","0","0","False","True","None","None","None"
42001,"NSLOCTEXT("""", ""RecipesTable_42001_RecipeName"", ""Stretch Hide"")","NSLOCTEXT("""", ""RecipesTable_42001_ShortDesc"", ""Stretching hides allows thicker hides to be stretched into two thinner hides"")","Material","5.000000","2","0","0","0","/Game/UI/Textures/Icons/icon_hide-1.icon_hide-1","None","False","12012","1","0","0","0","0","0","0","12011","2","0","0","0","False","True","None","None","None"
50001,"NSLOCTEXT("""", ""RecipesTable_50001_RecipeName"", ""XX_Set Favor"")","NSLOCTEXT("""", ""RecipesTable_50001_ShortDesc"", ""XX_Set Favor"")","Material","0.000000","2","0","0","0","/Game/UI/Textures/Icons/icon_religion_favor_set.icon_religion_favor_set","None","False","15001","1","0","0","0","0","0","0","15052","1","0","0","0","False","True","None","None","None"
50002,"NSLOCTEXT("""", ""RecipesTable_50002_RecipeName"", ""XX_Yog Favor"")","NSLOCTEXT("""", ""RecipesTable_50002_ShortDesc"", ""XX_Yog Favor"")","Material","0.000000","2","0","0","0","/Game/UI/Textures/Icons/icon_religion_favor_yog.icon_religion_favor_yog","None","False","15002","1","0","0","0","0","0","0","15051","1","0","0","0","False","True","None","None","None"
50003,"NSLOCTEXT("""", ""RecipesTable_50003_RecipeName"", ""XX_Mitra Favor"")","NSLOCTEXT("""", ""RecipesTable_50003_ShortDesc"", ""XX_Mitra Favor"")","Material","0.000000","2","0","0","0","/Game/UI/Textures/Icons/icon_religion_favor_mitra.icon_religion_favor_mitra","None","False","15001","1","0","0","0","0","0","0","15053","2","0","0","0","False","True","None","None","None"
51001,"NSLOCTEXT("""", ""RecipesTable_51001_RecipeName"", ""Stone Pick"")","NSLOCTEXT("""", ""RecipesTable_51001_ShortDesc"", ""A stone pick for mining sandstone"")","Weapon","10.000000","1","14","0","0","/Game/UI/Textures/Icons/icon_pickaxe-1.icon_pickaxe-1","None","False","10012","5","10001","5","0","0","0","0","51001","1","0","0","0","False","True","None","CraftTool","None"
51002,"NSLOCTEXT("""", ""RecipesTable_51002_RecipeName"", ""Iron Pick"")","NSLOCTEXT("""", ""RecipesTable_51002_ShortDesc"", ""An iron pick for mining ironstone "")","Weapon","20.000000","2","252","89301","0","/Game/UI/Textures/Icons/icon_iron_pickaxe.icon_iron_pickaxe","None","False","10012","5","11501","20","0","0","0","0","51002","1","0","0","0","False","True","None","CraftIronTool","None"
51003,"NSLOCTEXT("""", ""RecipesTable_51003_RecipeName"", ""Steel Pick"")","NSLOCTEXT("""", ""RecipesTable_51003_ShortDesc"", ""A reinforced steel pick that is hard enough to mine anything"")","Weapon","30.000000","3","6832","89301","0","/Game/UI/Textures/Icons/icon_steel_pickaxe.icon_steel_pickaxe","None","False","10012","5","11502","20","12511","10","0","0","51003","1","0","0","0","False","True","None","None","None"
51011,"NSLOCTEXT("""", ""RecipesTable_51011_RecipeName"", ""Stone Hatchet"")","NSLOCTEXT("""", ""RecipesTable_51011_ShortDesc"", ""An axe of sharpened stone for chopping wood"")","Weapon","10.000000","1","14","0","0","/Game/UI/Textures/Icons/icon_stone_hatchet-1.icon_stone_hatchet-1","None","False","10012","5","10001","5","0","0","0","0","51011","1","0","0","0","False","True","None","CraftTool","None"
51012,"NSLOCTEXT("""", ""RecipesTable_51012_RecipeName"", ""Iron Hatchet"")","NSLOCTEXT("""", ""RecipesTable_51012_ShortDesc"", ""An axe of wrought iron for chopping wood"")","Weapon","20.000000","2","252","89301","0","/Game/UI/Textures/Icons/icon_iron_hatchet.icon_iron_hatchet","None","False","10012","5","11501","20","0","0","0","0","51012","1","0","0","0","False","True","None","CraftIronTool","None"
51013,"NSLOCTEXT("""", ""RecipesTable_51013_RecipeName"", ""Steel Hatchet"")","NSLOCTEXT("""", ""RecipesTable_51013_ShortDesc"", ""An axe of strengthened steel for chopping wood"")","Weapon","30.000000","3","6832","89301","0","/Game/UI/Textures/Icons/icon_steel_hatchet.icon_steel_hatchet","None","False","10012","5","11502","20","12511","10","0","0","51013","1","0","0","0","False","True","None","None","None"
51014,"NSLOCTEXT("""", ""RecipesTable_51014_RecipeName"", ""Hardened Steel Hatchet"")","NSLOCTEXT("""", ""RecipesTable_51014_ShortDesc"", ""An axe of hardened steel for chopping wood"")","Weapon","60.000000","4","19337","89301","0","/Game/UI/Textures/Icons/icon_hardened_steel_axe.icon_hardened_steel_axe","None","False","18062","20","16021","4","0","0","0","0","51014","1","0","0","0","False","True","None","None","None"
51015,"NSLOCTEXT("""", ""RecipesTable_51015_RecipeName"", ""Star Metal Hatchet"")","NSLOCTEXT("""", ""RecipesTable_51015_ShortDesc"", ""An axe of Star Metal for chopping wood"")","Weapon","120.000000","5","297","89301","0","/Game/UI/Textures/Icons/icon_star_metal_axe.icon_star_metal_axe","None","False","18061","20","16021","4","0","0","0","0","51015","1","0","0","0","False","True","None","None","None"
51021,"NSLOCTEXT("""", ""RecipesTable_51021_RecipeName"", ""Pickaxe"")","NSLOCTEXT("""", ""RecipesTable_51021_ShortDesc"", ""A combination of hatchet and pick for cutting stone and harvesting wood"")","Weapon","60.000000","3","6832","89301","0","/Game/UI/Textures/Icons/icon_multi_tool.icon_multi_tool","None","False","10012","5","11502","20","12511","10","0","0","51021","1","0","0","0","False","True","None","None","None"
51022,"NSLOCTEXT("""", ""RecipesTable_51022_RecipeName"", ""Hardened Steel Pick"")","NSLOCTEXT("""", ""RecipesTable_51022_ShortDesc"", ""A hardened steel pick of Cimmerian make"")","Weapon","60.000000","4","19337","89301","0","/Game/UI/Textures/Icons/icon_hardened_steel_pickaxe.icon_hardened_steel_pickaxe","None","False","18062","20","16021","4","0","0","0","0","51022","1","0","0","0","False","True","None","None","None"
51023,"NSLOCTEXT("""", ""RecipesTable_51023_RecipeName"", ""Star Metal Pick"")","NSLOCTEXT("""", ""RecipesTable_51023_ShortDesc"", ""A pick forged from mysterious star metal"")","Weapon","120.000000","5","297","89301","0","/Game/UI/Textures/Icons/icon_star_metal_pickaxe.icon_star_metal_pickaxe","None","False","18061","20","16021","4","0","0","0","0","51023","1","0","0","0","False","True","None","None","None"
51031,"NSLOCTEXT("""", ""RecipesTable_51031_RecipeName"", ""Repair Hammer"")","NSLOCTEXT("""", ""RecipesTable_51031_ShortDesc"", ""Heavy, unwieldy hammer for repairing structures"")","Weapon","10.000000","1","28","0","0","/Game/UI/Textures/Icons/icon_repair_hammer.icon_repair_hammer","None","False","10011","20","14174","5","0","0","0","0","51031","1","0","0","0","False","True","None","CraftTool","None"
51040,"NSLOCTEXT("""", ""RecipesTable_51040_RecipeName"", ""Steel Sickle"")","NSLOCTEXT("""", ""RecipesTable_51040_ShortDesc"", ""A sickle made from steel"")","Weapon","10.000000","3","6989","89301","0","/Game/UI/Textures/Icons/icon_hardened_steel_sickle.icon_hardened_steel_sickle","None","False","11502","20","16021","4","0","0","0","0","51040","1","0","0","0","False","True","None","None","None"
51041,"NSLOCTEXT("""", ""RecipesTable_51041_RecipeName"", ""Hardened Steel Sickle"")","NSLOCTEXT("""", ""RecipesTable_51041_ShortDesc"", ""A hardened steel sickle of Cimmerian make"")","Weapon","20.000000","4","19337","89301","0","/Game/UI/Textures/Icons/icon_hardened_steel_sickle.icon_hardened_steel_sickle","None","False","18062","20","16021","4","0","0","0","0","51041","1","0","0","0","False","True","None","None","None"
51042,"NSLOCTEXT("""", ""RecipesTable_51042_RecipeName"", ""Star Metal Sickle"")","NSLOCTEXT("""", ""RecipesTable_51042_ShortDesc"", ""A sickle forged from mysterious star metal"")","Weapon","40.000000","5","297","89301","0","/Game/UI/Textures/Icons/icon_star_metal_sickle.icon_star_metal_sickle","None","False","18061","20","16021","4","0","0","0","0","51042","1","0","0","0","False","True","None","None","None"
51043,"NSLOCTEXT("""", ""RecipesTable_51043_RecipeName"", ""Two-Handed Stone Sword"")","NSLOCTEXT("""", ""RecipesTable_51043_ShortDesc"", ""A  crude two-handed sword made out of sharpened stone"")","Weapon","10.000000","1","42","0","0","/Game/UI/Textures/Icons/icon_primal_2h_sword.icon_primal_2h_sword","None","False","10012","5","10001","30","14174","5","0","0","51043","1","0","0","0","False","True","None","CraftWeapon","None"
51044,"NSLOCTEXT("""", ""RecipesTable_51044_RecipeName"", ""Two-Handed Iron Sword"")","NSLOCTEXT("""", ""RecipesTable_51044_ShortDesc"", ""A two-handed Iron sword"")","Weapon","20.000000","2","378","89301","0","/Game/UI/Textures/Icons/icon_iron_2h_sword.icon_iron_2h_sword","None","False","10012","5","11501","30","0","0","0","0","51044","1","0","0","0","False","True","None","None","None"
51045,"NSLOCTEXT("""", ""RecipesTable_51045_RecipeName"", ""Exceptional Two-Handed Iron Sword"")","NSLOCTEXT("""", ""RecipesTable_51045_ShortDesc"", ""A two-handed Iron sword"")","Weapon","20.000000","2","441","89301","0","/Game/UI/Textures/Icons/icon_iron_2h_sword.icon_iron_2h_sword","None","False","10012","5","11501","35","0","0","0","0","51045","1","0","0","51044","False","True","None","None","None"
51046,"NSLOCTEXT("""", ""RecipesTable_51046_RecipeName"", ""Flawless Two-Handed Iron Sword"")","NSLOCTEXT("""", ""RecipesTable_51046_ShortDesc"", ""A two-handed Iron sword"")","Weapon","20.000000","2","504","89301","0","/Game/UI/Textures/Icons/icon_iron_2h_sword.icon_iron_2h_sword","None","False","10012","5","11501","40","0","0","0","0","51046","1","0","0","51044","False","True","None","None","None"
51047,"NSLOCTEXT("""", ""RecipesTable_51047_RecipeName"", ""Two-Handed Steel Sword"")","NSLOCTEXT("""", ""RecipesTable_51047_ShortDesc"", ""A two-handed Steel sword"")","Weapon","30.000000","3","10248","89301","0","/Game/UI/Textures/Icons/icon_iron_2h_sword.icon_iron_2h_sword","None","False","10012","5","11502","30","0","0","0","0","51047","1","0","0","0","False","True","None","None","None"
51048,"NSLOCTEXT("""", ""RecipesTable_51048_RecipeName"", ""Exceptional Two-Handed Steel Sword"")","NSLOCTEXT("""", ""RecipesTable_51048_ShortDesc"", ""A two-handed Steel sword"")","Weapon","30.000000","3","11956","89301","0","/Game/UI/Textures/Icons/icon_iron_2h_sword.icon_iron_2h_sword","None","False","10012","5","11502","35","0","0","0","0","51048","1","0","0","51047","False","True","None","None","None"
51049,"NSLOCTEXT("""", ""RecipesTable_51049_RecipeName"", ""Flawless Two-Handed Steel Sword"")","NSLOCTEXT("""", ""RecipesTable_51049_ShortDesc"", ""A two-handed Steel sword"")","Weapon","30.000000","3","13664","89301","0","/Game/UI/Textures/Icons/icon_iron_2h_sword.icon_iron_2h_sword","None","False","10012","5","11502","40","0","0","0","0","51049","1","0","0","51047","False","True","None","None","None"
51060,"NSLOCTEXT("""", ""RecipesTable_51060_RecipeName"", ""Hardened Steel Greatsword"")","NSLOCTEXT("""", ""RecipesTable_51060_ShortDesc"", ""A hardened steel, two-handed sword of Cimmerian make"")","Weapon","60.000000","4","19337","89301","0","/Game/UI/Textures/Icons/icon_hardened_steel_2h_sword.icon_hardened_steel_2h_sword","None","False","18062","20","16021","4","0","0","0","0","51060","1","0","0","0","False","True","None","None","None"
51061,"NSLOCTEXT("""", ""RecipesTable_51061_RecipeName"", ""Exceptional Hardened Steel Greatsword"")","NSLOCTEXT("""", ""RecipesTable_51061_ShortDesc"", ""A hardened steel, two-handed sword of Cimmerian make"")","Weapon","60.000000","4","21294","89301","0","/Game/UI/Textures/Icons/icon_hardened_steel_2h_sword.icon_hardened_steel_2h_sword","None","False","18062","22","16021","5","0","0","0","0","51061","1","0","0","51060","False","True","None","None","None"
51062,"NSLOCTEXT("""", ""RecipesTable_51062_RecipeName"", ""Flawless Hardened Steel Greatsword"")","NSLOCTEXT("""", ""RecipesTable_51062_ShortDesc"", ""A hardened steel, two-handed sword of Cimmerian make"")","Weapon","60.000000","4","24171","89301","0","/Game/UI/Textures/Icons/icon_hardened_steel_2h_sword.icon_hardened_steel_2h_sword","None","False","18062","25","16021","5","0","0","0","0","51062","1","0","0","51060","False","True","None","None","None"
51063,"NSLOCTEXT("""", ""RecipesTable_51063_RecipeName"", ""Star Metal Great Sword"")","NSLOCTEXT("""", ""RecipesTable_51063_ShortDesc"", ""A two-handed sword forged from mysterious star metal"")","Weapon","120.000000","5","177","89301","0","/Game/UI/Textures/Icons/icon_star_metal_2h_sword.icon_star_metal_2h_sword","None","False","18061","20","11115","1","0","0","0","0","51063","1","0","0","0","False","True","None","None","None"
51064,"NSLOCTEXT("""", ""RecipesTable_51064_RecipeName"", ""Exceptional Star Metal Great Sword"")","NSLOCTEXT("""", ""RecipesTable_51064_ShortDesc"", ""A two-handed sword forged from mysterious star metal"")","Weapon","120.000000","5","191","89301","0","/Game/UI/Textures/Icons/icon_star_metal_2h_sword.icon_star_metal_2h_sword","None","False","18061","22","11115","1","0","0","0","0","51064","1","0","0","51063","False","True","None","None","None"
51065,"NSLOCTEXT("""", ""RecipesTable_51065_RecipeName"", ""Flawless Star Metal Great Sword"")","NSLOCTEXT("""", ""RecipesTable_51065_ShortDesc"", ""A two-handed sword forged from mysterious star metal"")","Weapon","120.000000","5","212","89301","0","/Game/UI/Textures/Icons/icon_star_metal_2h_sword.icon_star_metal_2h_sword","None","False","18061","25","11115","1","0","0","0","0","51065","1","0","0","51063","False","True","None","None","None"
51066,"NSLOCTEXT("""", ""RecipesTable_51066_RecipeName"", ""Telith\'s Lament"")","NSLOCTEXT("""", ""RecipesTable_51066_ShortDesc"", ""An ancient sword, haunted and grim"")","Weapon","120.000000","5","19218","89301","0","/Game/UI/Textures/Icons/icon_deathknight_2h_sword.icon_deathknight_2h_sword","None","False","18062","20","11115","1","18041","20","15504","1","51066","1","0","0","0","False","True","None","None","None"
51067,"NSLOCTEXT("""", ""RecipesTable_51067_RecipeName"", ""Hoar-Frost Hatchet"")","NSLOCTEXT("""", ""RecipesTable_51067_ShortDesc"", ""A hatchet dangerously cold to the touch"")","Weapon","10.000000","1","189","89976","0","/Game/UI/Textures/Icons/icon_black_ice_1h_axe.icon_black_ice_1h_axe","None","False","11501","15","10012","1","0","0","0","0","51067","1","55100","1","0","False","True","None","ShowReligiousZeal","None"
51068,"NSLOCTEXT("""", ""RecipesTable_51068_RecipeName"", ""Glacier-Crack"")","NSLOCTEXT("""", ""RecipesTable_51068_ShortDesc"", ""A great axe humming with frigid power"")","Weapon","20.000000","3","24089","89978","0","/Game/UI/Textures/Icons/icon_black_ice_1h_battleaxe.icon_black_ice_1h_battleaxe","None","False","18062","25","16021","2","10024","25","0","0","51068","1","55100","10","0","False","True","None","ShowReligiousZeal","None"
51069,"NSLOCTEXT("""", ""RecipesTable_51069_RecipeName"", ""Star Metal Sword"")","NSLOCTEXT("""", ""RecipesTable_51069_ShortDesc"", ""A sword forged from mysterious star metal"")","Weapon","120.000000","5","164","89301","0","/Game/UI/Textures/Icons/icon_star_metal_1h_sword.icon_star_metal_1h_sword","None","False","11114","1","18061","20","12512","10","0","0","51069","1","0","0","0","False","True","None","None","None"
51070,"NSLOCTEXT("""", ""RecipesTable_51070_RecipeName"", ""Exceptional Star Metal Sword"")","NSLOCTEXT("""", ""RecipesTable_51070_ShortDesc"", ""A sword forged from mysterious star metal"")","Weapon","120.000000","5","178","89301","0","/Game/UI/Textures/Icons/icon_star_metal_1h_sword.icon_star_metal_1h_sword","None","False","11114","1","18061","22","12512","10","0","0","51070","1","0","0","51069","False","True","None","None","None"
51071,"NSLOCTEXT("""", ""RecipesTable_51071_RecipeName"", ""Flawless Star Metal Sword"")","NSLOCTEXT("""", ""RecipesTable_51071_ShortDesc"", ""A sword forged from mysterious star metal"")","Weapon","120.000000","5","199","89301","0","/Game/UI/Textures/Icons/icon_star_metal_1h_sword.icon_star_metal_1h_sword","None","False","11114","1","18061","25","12512","10","0","0","51071","1","0","0","51069","False","True","None","None","None"
51072,"NSLOCTEXT("""", ""RecipesTable_51072_RecipeName"", ""Deathbringer Axe"")","NSLOCTEXT("""", ""RecipesTable_51072_ShortDesc"", ""An unholy relic, forged using with the black heart of the Kinscourge"")","Weapon","120.000000","5","19206","89301","0","/Game/UI/Textures/Icons/icon_1h_axe_undead_cimmerian_battleaxe_ornamented_steel.icon_1h_axe_undead_cimmerian_battleaxe_ornamented_steel","None","False","18062","20","11114","1","18041","20","15504","1","51072","1","0","0","0","False","True","None","None","None"
51075,"NSLOCTEXT("""", ""RecipesTable_51075_RecipeName"", ""Telith\'s Sorrow"")","NSLOCTEXT("""", ""RecipesTable_51075_ShortDesc"", ""An ancient sword, haunted and grim"")","Weapon","240.000000","4","28808","89301","0","/Game/UI/Textures/Icons/icon_deathknight_2h_sword.icon_deathknight_2h_sword","None","False","18062","30","11115","1","18041","30","15504","1","51075","1","0","0","0","False","True","None","None","None"
51078,"NSLOCTEXT("""", ""RecipesTable_51078_RecipeName"", ""Hardened Steel Mace"")","NSLOCTEXT("""", ""RecipesTable_51078_ShortDesc"", ""A mace of hardened  steel"")","Weapon","20.000000","4","19337","89301","0","/Game/UI/Textures/Icons/icon_hardened_steel_mace.icon_hardened_steel_mace","None","False","16021","4","18062","20","0","0","0","0","51078","1","0","0","0","False","True","None","None","None"
51079,"NSLOCTEXT("""", ""RecipesTable_51079_RecipeName"", ""Exceptional Hardened Steel Mace"")","NSLOCTEXT("""", ""RecipesTable_51079_ShortDesc"", ""A mace of hardened  steel"")","Weapon","30.000000","4","21294","89301","0","/Game/UI/Textures/Icons/icon_hardened_steel_mace.icon_hardened_steel_mace","None","False","16021","5","18062","22","0","0","0","0","51079","1","0","0","51078","False","True","None","None","None"
51080,"NSLOCTEXT("""", ""RecipesTable_51080_RecipeName"", ""Flawless Hardened Steel Mace"")","NSLOCTEXT("""", ""RecipesTable_51080_ShortDesc"", ""A mace of hardened  steel"")","Weapon","40.000000","4","24171","89301","0","/Game/UI/Textures/Icons/icon_hardened_steel_mace.icon_hardened_steel_mace","None","False","16021","5","18062","25","0","0","0","0","51080","1","0","0","51078","False","True","None","None","None"
51081,"NSLOCTEXT("""", ""RecipesTable_51081_RecipeName"", ""Star Metal Mace"")","NSLOCTEXT("""", ""RecipesTable_51081_ShortDesc"", ""A mace forged from mysterious Star Metal"")","Weapon","20.000000","4","164","89301","0","/Game/UI/Textures/Icons/icon_star_metal_mace.icon_star_metal_mace","None","False","11114","1","18061","20","0","0","0","0","51081","1","0","0","0","False","True","None","None","None"
51082,"NSLOCTEXT("""", ""RecipesTable_51082_RecipeName"", ""Exceptional Star Metal Mace"")","NSLOCTEXT("""", ""RecipesTable_51082_ShortDesc"", ""A mace forged from mysterious Star Metal"")","Weapon","30.000000","4","202","89301","0","/Game/UI/Textures/Icons/icon_star_metal_mace.icon_star_metal_mace","None","False","11114","2","18061","22","0","0","0","0","51082","1","0","0","51081","False","True","None","None","None"
51083,"NSLOCTEXT("""", ""RecipesTable_51083_RecipeName"", ""Flawless Star Metal Mace"")","NSLOCTEXT("""", ""RecipesTable_51083_ShortDesc"", ""A mace forged from mysterious Star Metal"")","Weapon","40.000000","4","223","89301","0","/Game/UI/Textures/Icons/icon_star_metal_mace.icon_star_metal_mace","None","False","11114","2","18061","25","0","0","0","0","51083","1","0","0","51081","False","True","None","None","None"
51084,"NSLOCTEXT("""", ""RecipesTable_51084_RecipeName"", ""Ancient Javelin"")","NSLOCTEXT("""", ""RecipesTable_51084_ShortDesc"", ""One-handed short spear of ancient design"")","Weapon","20.000000","3","840","89301","0","/Game/UI/Textures/Icons/icon_ancient_javelin.icon_ancient_javelin","None","False","16021","4","11502","2","0","0","0","0","51084","1","0","0","0","False","True","None","None","None"
51087,"NSLOCTEXT("""", ""RecipesTable_51087_RecipeName"", ""Ancient Mace"")","NSLOCTEXT("""", ""RecipesTable_51087_ShortDesc"", ""A mace forged from an ancient design"")","Weapon","30.000000","3","7712","89301","0","/Game/UI/Textures/Icons/icon_ancient_mace.icon_ancient_mace","None","False","16021","5","11502","22","0","0","0","0","51087","1","0","0","0","False","True","None","None","None"
51090,"NSLOCTEXT("""", ""RecipesTable_51090_RecipeName"", ""Ancient Pike"")","NSLOCTEXT("""", ""RecipesTable_51090_ShortDesc"", ""A pike forged from an ancient design"")","Weapon","40.000000","3","8736","89301","0","/Game/UI/Textures/Icons/icon_ancient_spear.icon_ancient_spear","None","False","16021","5","11502","25","0","0","0","0","51090","1","0","0","0","False","True","None","None","None"
51102,"NSLOCTEXT("""", ""RecipesTable_51102_RecipeName"", ""Blunted Javelin"")","NSLOCTEXT("""", ""RecipesTable_51102_ShortDesc"", ""A blunted javelin for knocking out foes"")","Weapon","20.000000","2","26","89401","0","/Game/UI/Textures/Icons/icon_blunted_javelin.icon_blunted_javelin","None","False","10012","5","11501","2","0","0","0","0","51102","1","0","0","0","False","True","None","None","None"
51103,"NSLOCTEXT("""", ""RecipesTable_51103_RecipeName"", ""Blunted Arrows"")","NSLOCTEXT("""", ""RecipesTable_51103_ShortDesc"", ""A blunted arrow for taking down enemies at range"")","Weapon","5.000000","3","28","89401","0","/Game/UI/Textures/Icons/icon_blunt_arrow.icon_blunt_arrow","None","False","10012","10","11501","2","11056","2","0","0","51103","10","0","0","0","False","True","None","None","None"
51104,"NSLOCTEXT("""", ""RecipesTable_51104_RecipeName"", ""Blunted Bolts"")","NSLOCTEXT("""", ""RecipesTable_51104_ShortDesc"", ""A blunted bolt for taking down enemies at range"")","Weapon","5.000000","3","28","18514","0","/Game/UI/Textures/Icons/icon_blunt_bolt.icon_blunt_bolt","None","False","10012","10","11501","2","11056","2","0","0","51104","10","0","0","0","False","True","None","None","None"
51151,"NSLOCTEXT("""", ""RecipesTable_51151_RecipeName"", ""Iron Warhammer"")","NSLOCTEXT("""", ""RecipesTable_51151_ShortDesc"", ""A solid-iron Warhammer"")","Weapon","20.000000","2","378","89301","0","/Game/UI/Textures/Icons/icon_warhammer.icon_warhammer","None","False","10012","8","11501","30","0","0","0","0","51151","1","0","0","0","False","True","None","None","None"
51152,"NSLOCTEXT("""", ""RecipesTable_51152_RecipeName"", ""Stone Maul"")","NSLOCTEXT("""", ""RecipesTable_51152_ShortDesc"", ""A crude two-handed stone hammer"")","Weapon","10.000000","1","42","0","0","/Game/UI/Textures/Icons/icon_exile_stone_maul.icon_exile_stone_maul","None","False","10012","8","10001","30","0","0","0","0","51152","1","0","0","0","False","True","None","CraftWeapon","None"
51154,"NSLOCTEXT("""", ""RecipesTable_51154_RecipeName"", ""Steel Warhammer"")","NSLOCTEXT("""", ""RecipesTable_51154_ShortDesc"", ""A steel Warhammer"")","Weapon","30.000000","3","10248","89301","0","/Game/UI/Textures/Icons/icon_steel_warhammer.icon_steel_warhammer","None","False","10012","8","11502","30","0","0","0","0","51154","1","0","0","0","False","True","None","None","None"
51155,"NSLOCTEXT("""", ""RecipesTable_51155_RecipeName"", ""Ancient Warhammer"")","NSLOCTEXT("""", ""RecipesTable_51155_ShortDesc"", ""A warhammer forged from an ancient design"")","Weapon","40.000000","4","17316","89301","0","/Game/UI/Textures/Icons/icon_ancient_warhammer.icon_ancient_warhammer","None","False","16021","6","11502","50","0","0","0","0","51155","1","0","0","0","False","True","None","None","None"
51156,"NSLOCTEXT("""", ""RecipesTable_51156_RecipeName"", ""Hardened Steel Hammer"")","NSLOCTEXT("""", ""RecipesTable_51156_ShortDesc"", ""A hammer forged from hardened steel of Cimmerian make"")","Weapon","60.000000","4","28927","89301","0","/Game/UI/Textures/Icons/icon_hardened_steel_warhammer.icon_hardened_steel_warhammer","None","False","18062","30","16021","4","0","0","0","0","51156","1","0","0","0","False","True","None","None","None"
51157,"NSLOCTEXT("""", ""RecipesTable_51157_RecipeName"", ""Exceptional Hardened Steel Hammer"")","NSLOCTEXT("""", ""RecipesTable_51157_ShortDesc"", ""A hammer forged from hardened steel of Cimmerian make"")","Weapon","60.000000","4","30884","89301","0","/Game/UI/Textures/Icons/icon_hardened_steel_warhammer.icon_hardened_steel_warhammer","None","False","18062","32","16021","5","0","0","0","0","51157","1","0","0","51156","False","True","None","None","None"
51158,"NSLOCTEXT("""", ""RecipesTable_51158_RecipeName"", ""Flawless Hardened Steel Hammer"")","NSLOCTEXT("""", ""RecipesTable_51158_ShortDesc"", ""A hammer forged from hardened steel of Cimmerian make"")","Weapon","60.000000","4","35679","89301","0","/Game/UI/Textures/Icons/icon_hardened_steel_warhammer.icon_hardened_steel_warhammer","None","False","18062","37","16021","5","0","0","0","0","51158","1","0","0","51156","False","True","None","None","None"
51159,"NSLOCTEXT("""", ""RecipesTable_51159_RecipeName"", ""Star Metal Hammer"")","NSLOCTEXT("""", ""RecipesTable_51159_ShortDesc"", ""A hammer forged from mysterious star metal"")","Weapon","120.000000","5","247","89301","0","/Game/UI/Textures/Icons/icon_star_metal_warhammer.icon_star_metal_warhammer","None","False","18061","30","11115","1","0","0","0","0","51159","1","0","0","0","False","True","None","None","None"
51160,"NSLOCTEXT("""", ""RecipesTable_51160_RecipeName"", ""Exceptional Star Metal Hammer"")","NSLOCTEXT("""", ""RecipesTable_51160_ShortDesc"", ""A hammer forged from mysterious star metal"")","Weapon","120.000000","5","261","89301","0","/Game/UI/Textures/Icons/icon_star_metal_warhammer.icon_star_metal_warhammer","None","False","18061","32","11115","1","0","0","0","0","51160","1","0","0","51159","False","True","None","None","None"
51161,"NSLOCTEXT("""", ""RecipesTable_51161_RecipeName"", ""Flawless Star Metal Hammer"")","NSLOCTEXT("""", ""RecipesTable_51161_ShortDesc"", ""A hammer forged from mysterious star metal"")","Weapon","120.000000","5","296","89301","0","/Game/UI/Textures/Icons/icon_star_metal_warhammer.icon_star_metal_warhammer","None","False","18061","37","11115","1","0","0","0","0","51161","1","0","0","51159","False","True","None","None","None"
51162,"NSLOCTEXT("""", ""RecipesTable_51162_RecipeName"", ""Exceptional Iron Warhammer"")","NSLOCTEXT("""", ""RecipesTable_51162_ShortDesc"", ""A solid-iron Warhammer"")","Weapon","30.000000","2","429","89301","0","/Game/UI/Textures/Icons/icon_warhammer.icon_warhammer","None","False","10012","9","11501","34","0","0","0","0","51162","1","0","0","51151","False","True","None","None","None"
51163,"NSLOCTEXT("""", ""RecipesTable_51163_RecipeName"", ""Flawless Iron Warhammer"")","NSLOCTEXT("""", ""RecipesTable_51163_ShortDesc"", ""A solid-iron Warhammer"")","Weapon","30.000000","2","504","89301","0","/Game/UI/Textures/Icons/icon_warhammer.icon_warhammer","None","False","10012","10","11501","40","0","0","0","0","51163","1","0","0","51151","False","True","None","None","None"
